year,name,playerId,playerSlug,positionId,teamId,status,gamesPlayed,avgMinutes,avgFouls,flagrantFouls,technicalFouls,ejections,doubleDouble,tripleDouble,minutes,rebounds,fouls,avgRebounds,avgPoints,avgFieldGoalsMade,avgFieldGoalsAttempted,fieldGoalPct,avgThreePointFieldGoalsMade,avgThreePointFieldGoalsAttempted,threePointFieldGoalPct,avgFreeThrowsMade,avgFreeThrowsAttempted,freeThrowPct,avgAssists,avgTurnovers,points,fieldGoalsMade,fieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,freeThrowsMade,freeThrowsAttempted,assists,turnovers,avgSteals,avgBlocks,steals,blocks,position,birthdate,college,draftinfo,birthplace,team,experience,rankingSalary,salary,weight,height
2007,Jamal Sampson,1780,jamal-sampson,C,DEN,inactive,22.0,5.681818,0.77272725,0.0,0.0,0.0,0.0,0.0,125.0,48.0,17.0,2.1818182,1.0909091,0.4090909,0.6363636,64.28600311279297,0.0,0.045454547,0.0,0.27272728,0.6363636,42.85699844360352,0.22727273,0.45454547,24.0,9.0,14.0,0.0,1.0,6.0,14.0,5.0,10.0,0.09090909,0.3181818,2.0,7.0,Center,5/15/1983,California,"2002: Rd 2, Pk 47 (UTAH)","Inglewood, CA",,,392,"$770,610",,
2005,LeBron James,1966,lebron-james,SF,CLE,active,80.0,42.35,1.825,0.0,4.0,0.0,25.0,4.0,3388.0,588.0,146.0,7.35,27.1875,9.9375,21.05,47.20899963378906,1.35,3.85,35.0649356842041,5.9625,7.95,75.0,7.2125,3.275,2175.0,795.0,1684.0,108.0,308.0,477.0,636.0,577.0,262.0,2.2125,0.65,177.0,52.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,137,"$4,621,800","6' 9""",250 lbs
2006,LeBron James,1966,lebron-james,SF,CLE,active,79.0,42.544304,2.2911391,0.0,0.0,0.0,21.0,5.0,3361.0,556.0,181.0,7.037975,31.367088,11.07595,23.075949,47.99800109863281,1.607595,4.797468,33.509233593940735,7.607595,10.303798,73.83300018310547,6.594937,3.2911391,2478.0,875.0,1823.0,127.0,379.0,601.0,814.0,521.0,260.0,1.556962,0.835443,123.0,66.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,106,"$5,828,089","6' 9""",250 lbs
2007,LeBron James,1966,lebron-james,SF,CLE,active,78.0,40.897434,2.1923077,2.0,2.0,0.0,16.0,1.0,3190.0,526.0,171.0,6.74359,27.333334,9.897436,20.782051,47.625,1.2692307,3.974359,31.93548321723938,6.269231,8.98718,69.75700378417969,6.025641,3.2051282,2132.0,772.0,1621.0,99.0,310.0,489.0,701.0,470.0,250.0,1.6025641,0.7051282,125.0,55.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,33,"$13,041,250","6' 9""",250 lbs
2008,LeBron James,1966,lebron-james,SF,CLE,active,75.0,40.36,2.2,0.0,2.0,0.0,31.0,7.0,3027.0,592.0,165.0,7.8933334,30.0,10.586667,21.893333,48.35599899291992,1.5066667,4.786667,31.4763218164444,7.32,10.28,71.20600128173828,7.1866665,3.4,2250.0,794.0,1642.0,113.0,359.0,549.0,771.0,539.0,255.0,1.84,1.08,138.0,81.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,29,"$14,410,581","6' 9""",250 lbs
2009,LeBron James,1966,lebron-james,SF,CLE,active,81.0,37.703705,1.7160494,0.0,10.0,0.0,29.0,7.0,3054.0,613.0,139.0,7.567901,28.444445,9.740741,19.91358,48.915000915527344,1.6296296,4.740741,34.375,7.3333335,9.407408,77.9530029296875,7.2469134,2.9753087,2304.0,789.0,1613.0,132.0,384.0,594.0,762.0,587.0,241.0,1.691358,1.1481482,137.0,93.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,23,"$15,779,912","6' 9""",250 lbs
2010,LeBron James,1966,lebron-james,SF,CLE,active,76.0,39.026318,1.5657895,0.0,4.0,0.0,31.0,4.0,2966.0,554.0,119.0,7.2894735,29.710526,10.105263,20.105263,50.262001037597656,1.6973684,5.0921054,33.33333432674408,7.8026314,10.171053,76.71399688720703,8.565789,3.4342105,2258.0,768.0,1528.0,129.0,387.0,593.0,773.0,651.0,261.0,1.6447369,1.0131578,125.0,77.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,22,"$14,500,000","6' 9""",250 lbs
2011,LeBron James,1966,lebron-james,SF,MIA,active,79.0,38.772152,2.063291,0.0,7.0,0.0,31.0,4.0,3063.0,590.0,163.0,7.468354,26.72152,9.594936,18.797468,51.04399871826172,1.164557,3.5316455,32.974910736083984,6.367089,8.3924055,75.86699676513672,7.012658,3.5949366,2111.0,758.0,1485.0,92.0,279.0,503.0,663.0,554.0,284.0,1.5696203,0.6329114,124.0,50.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,14,"$17,545,000","6' 9""",250 lbs
2012,LeBron James,1966,lebron-james,SF,MIA,active,62.0,37.51613,1.548387,0.0,3.0,0.0,23.0,0.0,2326.0,492.0,96.0,7.935484,27.14516,10.0161295,18.85484,53.122001647949226,0.87096775,2.403226,36.24161183834076,6.2419353,8.096774,77.09200286865234,6.2419353,3.435484,1683.0,621.0,1169.0,54.0,149.0,387.0,502.0,387.0,213.0,1.8548387,0.8064516,115.0,50.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,8,"$19,067,500","6' 9""",250 lbs
2013,LeBron James,1966,lebron-james,SF,MIA,active,76.0,37.855263,1.4473684,1.0,6.0,0.0,36.0,4.0,2877.0,610.0,110.0,8.026316,26.789474,10.065789,17.81579,56.499000549316406,1.3552631,3.3421052,40.55117964744568,5.3026314,7.0394735,75.3270034790039,7.25,2.9736843,2036.0,765.0,1354.0,103.0,254.0,403.0,535.0,551.0,226.0,1.6973684,0.8815789,129.0,67.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,9,"$19,067,500","6' 9""",250 lbs
2014,LeBron James,1966,lebron-james,SF,MIA,active,77.0,37.688313,1.6363636,1.0,5.0,0.0,12.0,1.0,2902.0,533.0,126.0,6.922078,27.12987,9.961039,17.571428,56.68899917602539,1.5064934,3.974026,37.9084974527359,5.7012987,7.5974026,75.04299926757812,6.3506494,3.5064936,2089.0,767.0,1353.0,116.0,306.0,439.0,585.0,489.0,270.0,1.5714285,0.33766234,121.0,26.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,6,"$20,644,400","6' 9""",250 lbs
2015,LeBron James,1966,lebron-james,SF,CLE,active,69.0,36.130436,1.9565217,1.0,5.0,0.0,22.0,2.0,2493.0,416.0,135.0,6.0289855,25.26087,9.043478,18.536232,48.78799819946289,1.7391304,4.9130435,35.39822995662689,5.4347825,7.652174,71.02300262451172,7.405797,3.942029,1743.0,624.0,1279.0,120.0,339.0,375.0,528.0,511.0,272.0,1.5797101,0.71014494,109.0,49.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,2,"$22,970,500","6' 9""",250 lbs
2016,LeBron James,1966,lebron-james,SF,CLE,active,76.0,35.644737,1.8815789,0.0,4.0,0.0,28.0,3.0,2709.0,565.0,143.0,7.4342103,25.263159,9.697369,18.631578,52.04800033569336,1.1447369,3.7105262,30.851063132286072,4.7236843,6.4605265,73.11599731445312,6.763158,3.2763157,1920.0,737.0,1416.0,87.0,282.0,359.0,491.0,514.0,249.0,1.3684211,0.6447368,104.0,49.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,1,"$30,963,450","6' 9""",250 lbs
2018,LeBron James,1966,lebron-james,SF,CLE,active,82.0,36.90244,1.6585366,0.0,5.0,1.0,52.0,18.0,3026.0,709.0,136.0,8.646341,27.45122,10.45122,19.268293,54.24100112915039,1.8170732,4.9512196,36.699506640434265,4.731707,6.47561,73.06999969482422,9.109756,4.231707,2251.0,857.0,1580.0,149.0,406.0,388.0,531.0,747.0,347.0,1.4146341,0.86585367,116.0,71.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,3,"$35,654,150","6' 9""",250 lbs
2019,LeBron James,1966,lebron-james,SF,LAL,active,55.0,35.21818,1.709091,0.0,0.0,0.0,32.0,8.0,1937.0,465.0,94.0,8.454545,27.363636,10.145454,19.90909,50.95899963378906,2.0181818,5.9454546,33.944955468177795,5.0545454,7.6,66.50700378417969,8.254545,3.581818,1505.0,558.0,1095.0,111.0,327.0,278.0,418.0,454.0,197.0,1.3090909,0.6,72.0,33.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,7,"$37,436,858","6' 9""",250 lbs
2020,LeBron James,1966,lebron-james,SF,LAL,active,67.0,34.567165,1.761194,0.0,2.0,0.0,46.0,13.0,2316.0,525.0,118.0,7.8358207,25.343283,9.597015,19.447762,49.34799957275391,2.2089553,6.3432837,34.82352793216705,3.9402986,5.6865673,69.29100036621094,10.208955,3.8955224,1698.0,643.0,1303.0,148.0,425.0,264.0,381.0,684.0,261.0,1.1641791,0.53731346,78.0,36.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,7,"$39,219,565","6' 9""",250 lbs
2021,LeBron James,1966,lebron-james,SF,LAL,active,45.0,33.422222,1.5555556,1.0,2.0,0.0,18.0,5.0,1504.0,346.0,70.0,7.688889,25.022223,9.377778,18.288889,51.2760009765625,2.3111112,6.3333335,36.49122714996338,3.9555554,5.6666665,69.80400085449219,7.7777777,3.7333333,1126.0,422.0,823.0,104.0,285.0,178.0,255.0,350.0,168.0,1.0666667,0.5555556,48.0,25.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,6,"$41,180,544","6' 9""",250 lbs
2022,LeBron James,1966,lebron-james,SF,LAL,active,56.0,37.214287,2.1607144,2.0,1.0,1.0,21.0,6.0,2084.0,459.0,121.0,8.196428,30.267857,11.428572,21.803572,52.41600036621094,2.875,8.0,35.9375,4.535714,6.0,75.59500122070312,6.232143,3.5,1695.0,640.0,1221.0,161.0,448.0,254.0,336.0,349.0,196.0,1.3035715,1.0535715,73.0,59.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,2,"$44,474,988","6' 9""",250 lbs
2023,LeBron James,1966,lebron-james,SF,LAL,active,55.0,35.52727,1.6,0.0,1.0,0.0,18.0,2.0,1954.0,457.0,88.0,8.309091,28.90909,11.072727,22.163637,49.95899963378906,2.2,6.8545456,32.09549188613892,4.5636363,5.9454546,76.75800323486328,6.818182,3.2363636,1590.0,609.0,1219.0,121.0,377.0,251.0,327.0,375.0,178.0,0.90909094,0.58181816,50.0,32.0,Small Forward,12/30/1984 (38),,"2003: Rd 1, Pk 1 (CLE)","Akron, OH",Los Angeles Lakers,19th Season,4,"$46,900,000","6' 9""",250 lbs
2005,Carmelo Anthony,1975,carmelo-anthony,PF,DEN,inactive,75.0,34.773335,3.0533333,1.0,4.0,0.0,4.0,0.0,2608.0,426.0,229.0,5.68,20.773333,7.0666666,16.4,43.0890007019043,0.56,2.1066666,26.58227980136872,6.08,7.64,79.58100128173828,2.5866666,2.9866667,1558.0,530.0,1230.0,42.0,158.0,456.0,573.0,194.0,224.0,0.9066667,0.4,68.0,30.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,164,"$3,713,640",,
2006,Carmelo Anthony,1975,carmelo-anthony,PF,DEN,inactive,80.0,36.7625,2.8625,0.0,10.0,0.0,6.0,0.0,2941.0,394.0,229.0,4.925,26.525,9.45,19.65,48.09199905395508,0.4625,1.9,24.34210479259491,7.1625,8.8625,80.81800079345703,2.7,2.725,2122.0,756.0,1572.0,37.0,152.0,573.0,709.0,216.0,218.0,1.1,0.525,88.0,42.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,135,"$4,694,041",,
2007,Carmelo Anthony,1975,carmelo-anthony,PF,DEN,inactive,65.0,38.246155,3.123077,0.0,13.0,1.0,4.0,1.0,2486.0,391.0,203.0,6.0153847,28.938461,10.630769,22.353846,47.55699920654297,0.61538464,2.2923076,26.8456369638443,7.0615387,8.7384615,80.80999755859375,3.8307693,3.6,1881.0,691.0,1453.0,40.0,149.0,459.0,568.0,249.0,234.0,1.1846154,0.35384616,77.0,23.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,32,"$13,041,250",,
2008,Carmelo Anthony,1975,carmelo-anthony,PF,DEN,inactive,77.0,36.44156,3.2857144,2.0,11.0,1.0,22.0,0.0,2806.0,571.0,253.0,7.4155846,25.688313,9.454545,19.233767,49.15599822998047,0.7532467,2.1298702,35.3658527135849,6.025974,7.662338,78.64399719238281,3.3636363,3.2857144,1978.0,728.0,1481.0,58.0,164.0,464.0,590.0,259.0,253.0,1.2727273,0.5064935,98.0,39.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,28,"$14,410,581",,
2009,Carmelo Anthony,1975,carmelo-anthony,PF,DEN,inactive,66.0,34.5,2.9545455,0.0,15.0,0.0,12.0,0.0,2277.0,450.0,195.0,6.818182,22.787878,8.106061,18.287878,44.32500076293945,0.95454544,2.5757575,37.05882430076599,5.621212,7.090909,79.27400207519531,3.3636363,3.0151515,1504.0,535.0,1207.0,63.0,170.0,371.0,468.0,222.0,199.0,1.1363636,0.36363637,75.0,24.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,22,"$15,779,912",,
2010,Carmelo Anthony,1975,carmelo-anthony,PF,DEN,inactive,69.0,38.173912,3.2608695,0.0,13.0,1.0,10.0,0.0,2634.0,454.0,225.0,6.57971,28.15942,9.971014,21.768116,45.805999755859375,0.85507244,2.710145,31.550800800323486,7.362319,8.869565,83.00700378417969,3.2173913,3.0289855,1943.0,688.0,1502.0,59.0,187.0,508.0,612.0,222.0,209.0,1.2753624,0.4347826,88.0,30.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,13,"$17,149,243",,
2011,Carmelo Anthony,1975,carmelo-anthony,PF,NY,inactive,77.0,35.727272,2.909091,0.0,13.0,1.0,18.0,0.0,2751.0,563.0,224.0,7.3116884,25.584415,8.883117,19.51948,45.50899887084961,1.2337662,3.2597404,37.84860670566559,6.5844154,7.857143,83.802001953125,2.8701298,2.6753247,1970.0,684.0,1503.0,95.0,251.0,507.0,605.0,221.0,206.0,0.8831169,0.5974026,68.0,46.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,7,"$18,518,574",,
2012,Carmelo Anthony,1975,carmelo-anthony,PF,NY,inactive,55.0,34.109093,2.8363636,1.0,11.0,1.0,8.0,1.0,1876.0,344.0,156.0,6.2545457,22.636364,8.018182,18.636364,43.02399826049805,1.2363636,3.6909091,33.497536182403564,5.3636365,6.672727,80.38099670410156,3.6363637,2.6181817,1245.0,441.0,1025.0,68.0,203.0,295.0,367.0,200.0,144.0,1.1272727,0.43636364,62.0,24.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,5,"$19,444,503",,
2013,Carmelo Anthony,1975,carmelo-anthony,PF,NY,inactive,67.0,37.044777,3.0597014,2.0,14.0,1.0,10.0,0.0,2482.0,460.0,205.0,6.8656716,28.656717,9.985075,22.22388,44.92900085449219,2.3432837,6.1791043,37.92270421981812,6.3432837,7.641791,83.00800323486328,2.5522387,2.6119404,1920.0,669.0,1489.0,157.0,414.0,425.0,512.0,171.0,175.0,0.7761194,0.47761193,52.0,32.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,5,"$21,388,953",,
2014,Carmelo Anthony,1975,carmelo-anthony,PF,NY,inactive,77.0,38.727272,2.909091,0.0,9.0,0.0,22.0,0.0,2982.0,622.0,224.0,8.077922,27.428572,9.649351,21.337662,45.22200012207031,2.168831,5.3896103,40.24096429347992,5.961039,7.025974,84.84300231933594,3.142857,2.5714285,2112.0,743.0,1643.0,167.0,415.0,459.0,541.0,242.0,198.0,1.2337662,0.66233766,95.0,51.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,3,"$22,458,401",,
2015,Carmelo Anthony,1975,carmelo-anthony,PF,NY,inactive,40.0,35.7,2.175,0.0,1.0,0.0,5.0,0.0,1428.0,264.0,87.0,6.6,24.15,8.95,20.15,44.41699981689453,1.525,4.475,34.078213572502136,4.725,5.925,79.74700164794922,3.05,2.225,966.0,358.0,806.0,61.0,179.0,189.0,237.0,122.0,89.0,1.0,0.425,40.0,17.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,3,"$22,875,000",,
2016,Carmelo Anthony,1975,carmelo-anthony,PF,NY,inactive,72.0,35.13889,2.5,1.0,5.0,0.0,22.0,0.0,2530.0,556.0,180.0,7.7222223,21.847221,7.875,18.152779,43.38199996948242,1.4583334,4.3055553,33.8709682226181,4.638889,5.5972223,82.87799835205078,4.1527777,2.4444444,1573.0,567.0,1307.0,105.0,310.0,334.0,403.0,299.0,176.0,0.8611111,0.5277778,62.0,38.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,9,"$24,559,380",,
2017,Carmelo Anthony,1975,carmelo-anthony,PF,NY,inactive,74.0,34.2973,2.6756756,1.0,8.0,3.0,7.0,0.0,2538.0,437.0,198.0,5.9054055,22.418919,8.135135,18.77027,43.34099960327149,2.0405405,5.689189,35.866984724998474,4.108108,4.9324327,83.28800201416016,2.8783784,2.0675676,1659.0,602.0,1389.0,151.0,421.0,304.0,365.0,213.0,153.0,0.8243243,0.44594595,61.0,33.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,11,"$26,243,760",,
2018,Carmelo Anthony,1975,carmelo-anthony,PF,OKC,inactive,78.0,32.064102,2.525641,1.0,10.0,1.0,6.0,0.0,2501.0,453.0,197.0,5.8076925,16.166666,6.051282,14.974359,40.4109992980957,2.1666667,6.076923,35.65400838851929,1.8974359,2.474359,76.68399810791016,1.3205128,1.2692307,1261.0,472.0,1168.0,169.0,474.0,148.0,193.0,103.0,99.0,0.6025641,0.6282051,47.0,49.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,377,"$1,512,601",,
2019,Carmelo Anthony,1975,carmelo-anthony,PF,HOU,inactive,10.0,29.4,3.2,0.0,1.0,0.0,0.0,0.0,294.0,54.0,32.0,5.4,13.4,4.9,12.1,40.49599838256836,2.1,6.4,32.8125,1.5,2.2,68.18199920654297,0.5,0.8,134.0,49.0,121.0,21.0,64.0,15.0,22.0,5.0,8.0,0.4,0.7,4.0,7.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,465,"$1,364,204",,
2020,Carmelo Anthony,1975,carmelo-anthony,PF,POR,inactive,58.0,32.793102,2.9482758,0.0,7.0,0.0,5.0,0.0,1902.0,368.0,171.0,6.3448277,15.431034,5.793103,13.4827585,42.96699905395508,1.5,3.8965516,38.49557638168335,2.3448277,2.775862,84.47200012207031,1.4655173,1.7241379,895.0,336.0,782.0,87.0,226.0,136.0,161.0,85.0,100.0,0.8448276,0.46551725,49.0,27.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,409,"$1,620,564",,
2021,Carmelo Anthony,1975,carmelo-anthony,PF,POR,inactive,69.0,24.492754,2.0869565,0.0,8.0,0.0,0.0,0.0,1690.0,214.0,144.0,3.1014493,13.391304,4.7391305,11.26087,42.084999084472656,1.9275362,4.710145,40.92307686805725,1.9855072,2.231884,88.96099853515625,1.5072464,0.884058,924.0,327.0,777.0,133.0,325.0,137.0,154.0,104.0,61.0,0.6666667,0.5507246,46.0,38.0,Power Forward,5/29/1984,Syracuse,"2003: Rd 1, Pk 3 (DEN)","Baltimore, MD",,,398,"$1,669,178",,
2005,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,77.0,36.363636,3.168831,0.0,2.0,0.0,9.0,0.0,2800.0,304.0,244.0,3.948052,15.662337,5.7792206,14.571428,39.6609992980957,1.8831168,5.2987013,35.53921580314636,2.2207792,2.8051949,79.16699981689453,6.4155846,2.2857144,1206.0,445.0,1122.0,145.0,408.0,171.0,216.0,494.0,176.0,1.5844156,0.27272728,122.0,21.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,215,"$2,513,880",,
2006,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,81.0,36.48148,3.0987654,0.0,6.0,0.0,11.0,0.0,2955.0,288.0,251.0,3.5555556,15.851851,5.567901,13.308642,41.83700180053711,1.5555556,4.2098765,36.95014715194702,3.1604939,3.8765433,81.52899932861328,6.345679,2.3209877,1284.0,451.0,1078.0,126.0,341.0,256.0,314.0,514.0,188.0,1.1604939,0.25925925,94.0,21.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,189,"$3,192,628",,
2007,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,80.0,35.4875,3.425,1.0,7.0,0.0,10.0,0.0,2839.0,274.0,274.0,3.425,16.5875,5.9375,13.2625,44.76900100708008,1.75,4.2125,41.54302775859833,2.9625,3.55,83.45099639892578,6.25,2.3875,1327.0,475.0,1061.0,140.0,337.0,237.0,284.0,500.0,191.0,1.25,0.2875,100.0,23.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,43,"$11,250,000",,
2008,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,75.0,31.733334,2.9866667,0.0,4.0,1.0,7.0,1.0,2380.0,244.0,224.0,3.2533333,11.493333,4.4,10.626667,41.40499877929688,1.12,3.2,34.99999940395355,1.5733334,1.8933333,83.0989990234375,6.0266666,2.0933332,862.0,330.0,797.0,84.0,240.0,118.0,142.0,452.0,157.0,1.16,0.25333333,87.0,19.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,60,"$10,000,000",,
2009,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,51.0,26.254902,2.4705882,0.0,1.0,0.0,0.0,0.0,1339.0,123.0,126.0,2.4117646,9.862745,3.5882354,8.215686,43.67499923706055,1.3529412,3.3137255,40.82840383052826,1.3333334,1.6862745,79.06999969482422,3.862745,1.7058823,503.0,183.0,419.0,69.0,169.0,68.0,86.0,197.0,87.0,1.2941177,0.37254903,66.0,19.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,68,"$9,500,000",,
2010,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,74.0,33.527027,2.7567568,0.0,9.0,1.0,1.0,0.0,2481.0,260.0,204.0,3.5135136,10.878378,4.1621623,10.175675,40.90299987792969,1.4054054,3.7837837,37.142857909202576,1.1486486,1.527027,75.22100067138672,4.4594593,1.527027,805.0,308.0,753.0,104.0,280.0,85.0,113.0,330.0,113.0,1.1486486,0.3243243,85.0,24.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,68,"$9,100,000",,
2011,Kirk Hinrich,1981,kirk-hinrich,SG,ATL,inactive,72.0,29.958334,2.5694444,1.0,1.0,0.0,3.0,0.0,2157.0,182.0,185.0,2.5277777,10.236111,3.8611112,8.652778,44.62300109863281,1.0416666,2.6111112,39.89361822605133,1.4722222,1.75,84.12699890136719,4.0,1.6805556,737.0,278.0,623.0,75.0,188.0,106.0,126.0,288.0,121.0,1.0416666,0.2361111,75.0,17.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,76,"$8,000,000",,
2013,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,60.0,29.4,3.2,0.0,4.0,1.0,1.0,0.0,1764.0,158.0,192.0,2.6333334,7.65,2.65,7.0333333,37.678001403808594,1.1833333,3.0333333,39.01098966598511,1.1666666,1.6333333,71.42900085449219,5.233333,1.65,459.0,159.0,422.0,71.0,182.0,70.0,98.0,314.0,99.0,1.05,0.41666666,63.0,25.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,148,"$4,059,000",,
2014,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,73.0,28.986301,2.7808218,2.0,3.0,0.0,1.0,0.0,2116.0,192.0,203.0,2.630137,9.123287,3.328767,8.479452,39.25699996948242,1.1643835,3.3150685,35.12396812438965,1.3013699,1.7123288,76.0,3.9178083,1.6438357,666.0,243.0,619.0,85.0,242.0,95.0,125.0,286.0,120.0,1.0958904,0.3561644,80.0,26.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,233,"$2,732,000",,
2015,Kirk Hinrich,1981,kirk-hinrich,SG,CHI,inactive,66.0,24.39394,2.1818182,0.0,2.0,0.0,0.0,0.0,1610.0,121.0,144.0,1.8333334,5.712121,2.1515152,5.7727275,37.27000045776367,0.8787879,2.5454545,34.52380895614624,0.530303,0.75757575,70.0,2.2424242,1.1060606,377.0,142.0,381.0,58.0,168.0,35.0,50.0,148.0,73.0,0.6969697,0.21212122,46.0,14.0,Shooting Guard,1/2/1981,Kansas,"2003: Rd 1, Pk 7 (CHI)","Sioux City, IA",,,224,"$2,854,940",,
2005,Dwyane Wade,1987,dwyane-wade,G,MIA,inactive,77.0,38.623375,2.987013,0.0,8.0,0.0,16.0,1.0,2974.0,397.0,230.0,5.155844,24.077923,8.181818,17.116882,47.79999923706055,0.16883117,0.58441556,28.888890147209167,7.5454545,9.896104,76.24700164794922,6.753247,4.1688313,1854.0,630.0,1318.0,13.0,45.0,581.0,762.0,520.0,321.0,1.5714285,1.0649351,121.0,82.0,Guard,1/17/1982,Marquette,"2003: Rd 1, Pk 5 (MIA)","Chicago, IL",,,188,"$3,031,920",,
2006,Dwyane Wade,1987,dwyane-wade,G,MIA,inactive,75.0,38.56,2.8933334,1.0,9.0,0.0,16.0,2.0,2892.0,430.0,217.0,5.733333,27.2,9.32,18.84,49.46900177001953,0.17333333,1.0133333,17.105263471603394,8.386666,10.706667,78.33100128173828,6.7066665,3.5733333,2040.0,699.0,1413.0,13.0,76.0,629.0,803.0,503.0,268.0,1.9466667,0.7733333,146.0,58.0,Guard,1/17/1982,Marquette,"2003: Rd 1, Pk 5 (MIA)","Chicago, IL",,,165,"$3,841,443",,
